mol1,mol2,y
C=CCC,CC(CC)C=CCC,9.09816624222266
CCCCCCCCCCCCCC=1CCCCC1C,C(CCC)C(CCC)c1ccccc1CC,3.957920437521224
CCC,CCc1ccccc1C,3.7027455399504117
CCCC=1CCCCC1C=1CCCCC1C,CCCC=1CCCCC1C,3.44222266582544
CC(CC)CCCC,CC(CC)CC(CC)(CC)C=C,9.169588129709629
CCC(O)=C,CCCCC(O)C,7.296353919788228
CCCCCCCC,C(O)CCC,6.466093637747403
CC=1CCCCC1CCCCCCCCC=1CCCCC1C(O)CC,C(=O)C,6.817181830127465
CCC,CCC=1CCCCC1CCCCCc1ccccc1CCC=CCCC,5.625724016906024
CCC(O)(O)C,C=C(O)C,5.874366375134069
Cc1ccccc1CCCC,C=CC=1CCCCC1CCC(=O)C(CC)C(O)C,5.725792972307902
CCC(CC)C,CCC,8.198506980236612
C(CCC)C,C(=O)CCCC,3.0496074635668444
CCC=CC,CCc1ccccc1CC,6.974098148922046
CC=1CCCCC1C,CCCCC,1.027849013056095
CCC=1CCCCC1C(CC)CCC,Cc1ccccc1C=1CCCCC1C(CC)CCCCC=1CCCCC1C,3.157779584975248
CC=1CCCCC1CC=1CCCCC1C=1CCCCC1C,Cc1ccccc1C,8.62276000835207
CCC,CCCCC,3.49608832398107
CCC=1CCCCC1C=1CCCCC1C,CCC(=O)C,2.58490252148377
CCC=1CCCCC1CCC,C(CCC)CCCC,9.128666170418285
C=C,Cc1ccccc1C,6.529161012664014
C(CCC)(O)c1ccccc1C(CCC)CCCCCC,C(CCC)CC(CC)c1ccccc1C,3.6955303926418153
CCc1ccccc1CCC(O)=C=CCCCC(CC)C,C(CCC)CCCC(=O)C(O)C,6.388688698708254
CCC=1CCCCC1CCCCCCCCCCCC,CCc1ccccc1C(CCC)CC,9.72387019739837
CCC,CCC,9.1823262096796
C(CCC)C(=O)CC,CC=1CCCCC1CC,4.774238844546632
C(CC)(=O)CC,CCC,2.0706466735849345
CCC,C=CCC=1CCCCC1CC,4.937020859949526
CCC,C(CC)CCCC=1CCCCC1CC,9.317406233858891
CCC,C(CC)C,6.863906725063544
CC(CC)c1ccccc1CCC,CCCCCCCc1ccccc1C(CCC)C(O)CCCCc1ccccc1CC,5.387363685342172
C(CCC)(CC)c1ccccc1C,CC=CC,9.622039525505771
CCC=1CCCCC1CCC=C,CC(=O)C,8.394606944023696
Cc1ccccc1CC(=O)C,CCc1ccccc1C(CCC)C=1CCCCC1CCC,5.751608391525098
CCC,CCC(CCC)C,3.2447988706847375
Cc1ccccc1C(O)C(O)C,CCC=C,5.7283475579786
C=C=C=CCC,CCCC(CC)C,4.498059990540524
CCC,CC(CCC)C,2.0739946374688594
CCC,CCCCC,4.23416591806037
CCCCC,CCC(=O)CC,7.932293183438648
CCC,CC(O)CC,6.6702850075046705
CCCC,CCC=1CCCCC1C(=O)CC(CC)C,9.9471718083014
CCCC,C(CC)C,6.382062482754567
CC(CCC)C,CCC,3.6972771402393643
CC=1CCCCC1C(CC)CCCC,C(CC)CC,2.685001563352425
CCC=CCCCC=1CCCCC1CC,C(CC)CCc1ccccc1CCCC,7.595614837104682
CCC(=O)C,CCCCC(CCC)C=CC,2.3252809060672
CCC,CCCCCCCC,7.178736706581781
CCCCC,C(CC)C(O)C,1.0204361390777281
CCCC,CCC(CC)C,1.5310058878035213
CC(CC)C,Cc1ccccc1CC(CC)CCCCC=1CCCCC1C,3.196167186472465
C(CC)CCc1ccccc1C=1CCCCC1c1ccccc1C(CC)CC=C,CCC=1CCCCC1c1ccccc1C=1CCCCC1C,9.471406295440968
CCCCC(CCC)C=1CCCCC1CCCC,C(O)C,4.249635142210467
C(CCC)CC(CC)CC,C(=O)C,4.533865922274138
C(CC)=C,CCC,3.7719239970390905
C(=O)CCCC,CCCC,6.980835861267881
CC(CC)C,CCCCCC(CCC)(CC)CCc1ccccc1C,2.842972256384146
CCCCC(CC)(CCC)CC,CC=1CCCCC1CCCCCCC,9.393562972719819
C(=O)C=1CCCCC1CC,CCC,2.239921767761876
CCCCCCCCCCC=CC(=O)c1ccccc1CCc1ccccc1C,C(=O)C(CC)C=1CCCCC1CCCC,8.568684426305976
CCC,CCCCCCC,8.129434421216498
CCCC=C,CCC,6.317171518450029
CC(CC)CC,CCC(CCC)CC(O)CC,1.8198129770214704
CCc1ccccc1C,CCC,6.459488385700544
CC(CCC)C,CCCC,3.9353908231126535
C=CC(O)CCCCC,CCC,1.0169645806059688
C(=O)C(CCC)Cc1ccccc1Cc1ccccc1C,CCCC(O)CCCC=CCCCCC,5.390160232345074
CCCCCCC,Cc1ccccc1C,7.795689816828744
C(=O)C(O)C,CC=1CCCCC1C,8.263518808752508
CC(CC)Cc1ccccc1C(CCC)=C,C(CC)C(CCC)CC,7.913209434310573
CCC,CC(O)=CC,5.3327588318185
CCCC,CCC,4.240733269759016
CCCCC,CCCCCCC,4.13220441871442
C(=O)=CCCCC,CCC=C,7.2140045444250696
C(CC)C,CCCC=CC(CCC)CCC,2.910529076544741
C(O)CCC,CCCc1ccccc1CCC(=O)C=1CCCCC1CCCC,3.943448541490447
CC(CC)CCCC,C(CCC)C=1CCCCC1CCCCCC,3.4302057979660447
CCCC,C(CC)CCC,1.5310157407463807
CCC=1CCCCC1C(=O)C,CCCC,7.703993479330588
C(CC)C,CCCCCC(O)(CCC)CC,8.895018854445073
CCC=1CCCCC1CC(O)(CC)C=C,CCCC,1.2231248738784677
CCCC,C(CC)CCC,3.4902603761413484
CCC(CC)CC(CCC)CCCC=CCCC,C(CCC)C(=O)CC(=O)CCCCCCCC,9.475534523399347
CCCC(O)CC,CCCC,8.188291733293799
C(=O)C(O)CC,CC(O)C,5.658365117905829
C(O)C=1CCCCC1CCC=1CCCCC1C(=O)C,CC(=O)C,9.378894700931511
CCCCC(CC)C,CC(CC)=CC(O)C(=O)C(O)C,2.499000815255261
CCCCCCCCCCCCc1ccccc1CCC(O)CCCC,Cc1ccccc1C(O)c1ccccc1C(=O)C,4.479029527562432
C(CCC)(CCC)C(CC)(CC)CC(=O)CC,CC=C,8.631228898050129
CCC(CCC)(CCC)CC,C=CC=1CCCCC1CC,5.585997944341562
CCCC,C(CCC)CCC(CC)CC(CC)CC(CC)CCC=1CCCCC1CC(=O)C(CCC)c1ccccc1C,9.217407738374456
CCC,CCc1ccccc1c1ccccc1CC,4.683496146003328
Cc1ccccc1C(O)C,CCCCC(O)C,2.230793992172555
C(CCC)(CCC)C(CC)(CC)CC(O)CC,CC(=O)C,9.177131534502939
CC(CCC)(O)CCC,C(CC)C,8.859711652032601
CCCc1ccccc1CC(CCC)CCC(O)(CC)CCCCCC,C(CCC)C=1CCCCC1Cc1ccccc1C,4.72212947775031
CCCC,C(O)=CC,3.654281040107247
CCC,CCC=1CCCCC1CC,1.309224414192466
CCC,CCCCCC(CCC)C=C=C,5.651237582120285
CCC=C,C(CC)CCCC,9.837661153920648
C(CCC)(=O)C,CC=1CCCCC1CCC=1CCCCC1CC=1CCCCC1CCCCCC,7.260095238582953
CCCCC(CCC)CCCC,CC=C,9.905525241042016
C=C(O)C,CCCCCC,5.89927824741897
C(CCC)=C,CC(O)C,1.7156503826992973
Cc1ccccc1C,CCC(O)(O)C,4.631152400312315
C(=O)C,C(CCC)CC,6.167734792940835
CC=1CCCCC1CC(CCC)C=1CCCCC1CCCCC,CCCC,8.913037836402257
CC(O)C=1CCCCC1CCc1ccccc1CC(CC)CC(=O)C,CCC,9.419534842572022
CCC,CCC,6.977907881784204
CCC(CC)CC(CCC)CC(=O)CC,CC=1CCCCC1C,1.1358722339064915
C(CCC)C,C=C,8.892359437704297
CCCCCC,CCCC(=O)C(O)C(=O)CC,9.683350288360865
CCc1ccccc1CCCCC=CC(CC)CCc1ccccc1C=1CCCCC1CCCCCC,CCC,2.4318967283570485
CC=1CCCCC1C(=O)C,CCCCCCC,8.223715617057442
CCC,C(CC)(CCC)CCC,6.628048370436793
CCCC,CCC(CCC)(O)CC(O)C,6.906991011788584
CCCCC(=O)CC=1CCCCC1CCC,C(CCC)(O)CCCCc1ccccc1CC,2.9312257987693924
CCC=1CCCCC1C,CCC,8.486788067274485
CCC=1CCCCC1CCCCCC,C(O)CCCC,1.2235114170365475
CCc1ccccc1Cc1ccccc1CCc1ccccc1CCC,Cc1ccccc1C(=O)CCC,5.591436166996104
CCC(=O)CCC(O)(CCC)c1ccccc1C=1CCCCC1C(CCC)CCCC,CC(CCC)C,8.670488530529447
CCCC=CC(CCC)CC(CC)C(O)CC,CCCC(CCC)C(CC)C,1.1160760464618862
CCC,CCc1ccccc1c1ccccc1CCCC(CCC)CCCc1ccccc1C(=O)C,5.032907094108004
CC=1CCCCC1C(CCC)C,CCCCC,9.113365275865029
CCC,CCCC,9.493801347192747
CCC,CCCCCCCCCCCC,4.89155227310452
CC=1CCCCC1CC,CCC,1.7625294976892225
CCCCC,CCCC,7.643586032513238
CCCC=1CCCCC1CC=1CCCCC1CCC=1CCCCC1C,CCC,8.778478620352548
CCC,CCC,7.4050793254713385
CCc1ccccc1C,Cc1ccccc1CCC=1CCCCC1C,1.5456572085590863
CCCCCC,CCCCCCCCC,3.4361874223088265
CCCCCCCCCCC,CCC(CC)C,5.436889998656895
CCCC(CC)C=C,C(=O)C(CCC)(CC)C,4.20739440911034
CCCC(O)C=1CCCCC1C(=O)C=1CCCCC1CCCCCCCCC(CC)C,C(CCC)(CCC)C,6.984203305397116
C(CC)C(=O)C,CC(=O)CCC=1CCCCC1C,1.7246317987121962
CC(CCC)CCCCCCC,C(=O)CC=1CCCCC1CCCCCC(CC)C,7.118758805401455
CCCCC(CC)C(=O)CCCC=1CCCCC1C,C(O)C(O)CCC,5.569151911012369
C(O)C(=O)C,CC=CC,6.582266346905589
C(CCC)C,C=C,1.4684970866432099
C(CCC)C(CCC)(CCC)CC,C(CCC)C,6.403248791063038
CC=CCCCC,C=CCCC(CCC)C(CCC)CCCCC,7.727241836635248
C(CCC)CCC(O)C,CCCC=CCCC,3.5376723588102204
CCCC(=O)C=1CCCCC1C(CC)(CCC)c1ccccc1CCc1ccccc1C,C(=O)C,3.2830998842959227
C(CCC)CCCCC,CCC=1CCCCC1CC(O)C(CCC)C,9.754376783793802
CCCCCCCC,Cc1ccccc1C=1CCCCC1C=1CCCCC1CC,1.9277892289750351
C(CCC)(O)CC=1CCCCC1CC,CC=1CCCCC1CC,6.202419338189163
CCC,C(CCC)C(CCC)CC,2.619904453635669
CCCCC=CCC(CCC)CC(CCC)=CCC,CCCC(=O)CCC(O)C(O)CCCCC,6.301009147159187
CCC,CCCC=CCC(CCC)CC,1.533938429989592
CCCC,CCCC=1CCCCC1C(CC)CC,9.007688123134711
CCC,CC(CCC)CC(CCC)C,4.5429307442073705
CC(CC)C,C(O)C,3.162197204414583
C(O)CCC=1CCCCC1CC=1CCCCC1CCCCC=1CCCCC1CCCCCC,CCCC,2.3974850268863577
CCC(CC)(O)CC,C(CC)CCCCCCCC(CCC)Cc1ccccc1C=C,3.8368349619564763
CCCCCC(O)C,C(=O)(O)CCC,6.549711709909918
CCCC(CC)CC,C(CC)C,2.1995465831872503
CCCC,CCC,9.576401761539877
CCC,CC(=O)C=1CCCCC1CC,3.4776573863045255
CCc1ccccc1CC,C(=O)(CC)CC=1CCCCC1C,6.402135282288594
C(CCC)(CCC)CC=1CCCCC1CCCC=1CCCCC1C,CCCCCC(CCC)C=C(O)CC,8.815510519489088
C=Cc1ccccc1CCCCC,CCCC,8.554963686289074
C(CC)(CCC)CCC,C(CC)CCC(O)C(O)C=1CCCCC1C(CC)(CC)C,4.330917838013097
CCC(CCC)c1ccccc1C=1CCCCC1C,CCC(O)CCC(CC)CCC(CC)C,7.217974991393006
CCC(CC)C=C,CCCCCCC=1CCCCC1CCCCc1ccccc1C=1CCCCC1C,8.162017069479216
CCCCCCCC(CCC)CCC,CCCCC,9.81175592848214
CCCC(=O)C(=O)C=CC,CCc1ccccc1c1ccccc1Cc1ccccc1CCCCC(CCC)C,7.62080970909413
C(=O)(O)CCCCCCC,C(O)C=1CCCCC1C(O)CCC,8.978528349574532
CC=C,CCCC,3.809242291675085
C(CC)CCCCCC=1CCCCC1C(CC)CC=1CCCCC1CC,CC(CC)CC(=O)Cc1ccccc1CC(=O)C(CC)CCC(CCC)(CCC)C,2.4355915235325774
CCC(O)C,CC(CC)C(CCC)C,5.541731362461786
C(CC)C,C(CC)=CC,3.835851087738827
CCCC(CCC)CCCCC=1CCCCC1C(=O)C,CCC=1CCCCC1CC,8.402969302846273
CC(O)(CC)CC=1CCCCC1C(O)C=1CCCCC1C,C(CC)C=CC=1CCCCC1Cc1ccccc1CCC,9.659981167152692
CCCC=CC(O)CC(O)C,CCCc1ccccc1CC,3.7635813227007993
CCC=1CCCCC1C,CC(CCC)C,1.9720236555572719
Cc1ccccc1c1ccccc1C=C(CC)C,CCC=CCCCCCC(=O)CCCCCCC=1CCCCC1C,7.954776138591495
C(CCC)CCCC=CC,CCCC,1.0068065586812636
C(CCC)(CC)C,CCCC=Cc1ccccc1C=CC,6.546917911230475
C(CCC)C=1CCCCC1C,C(O)C,9.681155147071202
CCc1ccccc1C,CCC=1CCCCC1CC=C,9.705542761582402
CCCCCCCCC=CCC=C,CCC,8.59371193604429
CC(CC)(CC)C(CC)C(=O)C,CCC(CCC)C,4.487816497406705
CCCCC,C(O)C=CCCCCCC,8.290961018596917
CCC=1CCCCC1CCCCCCC=1CCCCC1CC(CC)C,CCC,5.9266215733319845
CC=1CCCCC1CC,CCC,6.986116915240349
CCC,CCC=1CCCCC1C,4.816046182770291
C(=O)CCc1ccccc1CC,CC(CCC)(O)C,9.902817964284873
CCc1ccccc1C,CC=1CCCCC1CCCCCC(CC)CC(O)C(O)CCCC=CC,7.791389374510141
CCCC,CC(CCC)c1ccccc1CCC,4.509203954283435
CC=C(O)CC,CCCCC(O)C(CC)C,7.709261994406283
CCCC,C(O)C,1.1703701351241769
CCCC,CCCC(CCC)C=1CCCCC1CC=CC(CC)CC,3.404924260537241
CCCC=C,C(CCC)CC,5.9953335733608775
CC(=O)C,CCCCC(CCC)C(=O)CC=1CCCCC1CCC=1CCCCC1CCC(=O)CC,7.60430312117504
CCC,C(CC)C(=O)CC=CC,8.955416439239553
C=CCCCc1ccccc1c1ccccc1C,CC=1CCCCC1C(CC)C(CC)C,7.150812559652669
CC(CCC)CC,CC(=O)C(O)CCC,8.198822696462418
CCC(=O)CCCCC=1CCCCC1CC,CCCCCCCC,9.248366415285417
CCCC,CCCCCCC,4.101509991057669
Cc1ccccc1c1ccccc1C,CCC,5.7273509701647125
CCC(CC)CC,CC(=O)CCCC=1CCCCC1CC=1CCCCC1C,8.609120106658342
CCC,CC(CCC)(CCC)C,5.893948211746228
C=CC,CCCCC,6.288992655693798
C=CCC,CCC=1CCCCC1C,3.30101064800993
C(O)(=O)CC,C(CC)=C,5.7008604707169095
CCC,C=CC(=O)C,1.2216090654443792
CCc1ccccc1C(CCC)c1ccccc1CCC,C(CC)CC,5.152034150246703
CCCC(CCC)CC,C=CCCCCCC,2.1979082149494165
CCC,CCC,8.590990988977968
C(O)(O)CCC,C=CCC=CCC,7.3506368537793
C(CC)C,CCCC(O)CC,4.099540287508093
C(CC)C=1CCCCC1Cc1ccccc1CC,CCCC(O)CCC=1CCCCC1C(=O)C,5.168139500919145
CC(O)c1ccccc1C=1CCCCC1C,CCCCC(CCC)C,4.12784266149586
CCC,CCCC,8.356596591426175
CCC,CC=C,6.724788899867083
CCC(O)CC(=O)C,C(CCC)=CC(CCC)=CCC,2.8779193468460518
C(=O)C(CC)=Cc1ccccc1CC(CCC)(CCC)C,CCC(O)CCC,3.6976681457601854
CCC(CCC)CCCC,CCC,5.660243036351715
C(CC)C,CCCC,1.185646418259454
CCCCCCC,C(CC)CC(CCC)CCCCCc1ccccc1CC=1CCCCC1CCC,7.940701176346192
C(=O)=CCC,CC(CCC)C,4.2268862915370295
CCCCC,C(CC)C=CCCCC=1CCCCC1C(CC)CC(CC)CCC(CCC)C,2.7906724517137036
C(CC)CCCC(O)C(=O)CCC,CCC,6.954362148879945
CCC,CC=1CCCCC1CC(CCC)C(CCC)CC=1CCCCC1CC,5.968968577080872
CC(CCC)CC,CCC(O)C,9.948206841930945
CC(CC)C=CCC(CCC)CCC,CC=CCC(CCC)CC(CCC)C,1.4134104636653266
CCCC,C=Cc1ccccc1C(=O)C,3.365593307868062
C(CCC)C(CC)C(CCC)CC=1CCCCC1CCC=1CCCCC1CC=1CCCCC1C=1CCCCC1CCCC,CCCCCCC,3.342803777161639
CCC,C(CCC)CCCC,3.3192376036187614
CC(CCC)(O)CCc1ccccc1C=1CCCCC1CC(O)CCCCC,CC(CCC)CC=CCCCC,1.785030567109919
CC(O)C,CCCC,1.323551095591418
C(O)(=O)C(=O)CCC(CCC)(CCC)CC,CCC,3.0298927596473666
C(CCC)c1ccccc1CCCCc1ccccc1C(CCC)CCC,CCC(CC)C(CC)c1ccccc1C,1.9249621999303392
CC(CCC)C=C,CC(CCC)CCCC(CCC)CC,6.723991636276831
CCC=1CCCCC1C,Cc1ccccc1c1ccccc1CCC(CCC)C,1.6025020390308775
CC(CCC)CC,C(CCC)(CCC)CCCC,4.052400361797432
C(=O)CCCCCCCCCC=1CCCCC1CC,CCC(O)(CC)CC,7.182120669501969
CCC,C(O)CCCC(=O)Cc1ccccc1C,3.766496453316022
CC(CC)CC(=O)C(O)CC,CCC,7.7059094599219975
C(=O)CC=1CCCCC1CC,CCCCc1ccccc1C,8.445154989374535
CCCC,CCC,5.282124582669553
CCc1ccccc1C,C(O)C(O)(CCC)CC(CCC)C,3.238427354916632
CCC,CCC=1CCCCC1C(=O)CC,7.312860279381429
C(=O)CC,CCC,5.07590581305272
CCC(O)c1ccccc1C,C(O)C(O)CCCCC,8.774051951249913
C(CCC)CCCC=1CCCCC1Cc1ccccc1C(O)CC=C,CCC=1CCCCC1CC,8.498854684188956
CCc1ccccc1CCC(O)(CCC)C,CCCCC,5.468630322364411
CC=CCC=1CCCCC1CC(O)CCCCC,C(CCC)CCCCC(CC)CC(=O)CC=CCC,7.776203357744775
C(CC)=CCC,CC(O)C=C,2.6127134164061716
CC=CC(CC)CC,CCC=1CCCCC1CCC,3.4760583831458085
CCC,CCCc1ccccc1CC(CC)CC,6.505484908388352
C(O)C(O)CC,CCCC,6.933904673170338
C(O)(CCC)CC,C(O)C(=O)CC(CCC)C(O)(CCC)CC(CCC)CCC,9.224548238126886
CCC=C,CCC,2.7343471265894945
C(=O)C(O)C,C(CC)=C,1.8383426920820858
CCC,CCCCCC(=O)C,4.8751807129738545
C(CCC)C,CCc1ccccc1CC(CCC)C(=O)CC(=O)CC,6.503523171212887
C(=O)CC,C(CC)CCCCC,2.4434686655838616
CC(O)(CC)C,CCC,1.0796975307644976
CCC(CC)(CC)CC(=O)CCCC(=O)CC(CCC)Cc1ccccc1Cc1ccccc1C,CCc1ccccc1C(CC)C(CC)C,6.864203867104403
CCC,CC=1CCCCC1C(O)(O)CCCCC(=O)CC,1.0987341207354921
C(O)C,C(CCC)c1ccccc1CC,4.3110257753688845
CCCCCc1ccccc1C=1CCCCC1c1ccccc1CCCC,C(CC)(O)Cc1ccccc1CCC=1CCCCC1CCCCCC(=O)CCC,7.20839186319513
CCCCC,CCC=1CCCCC1CC=1CCCCC1CCC(=O)C(O)=C,1.6967889682694475
C(=O)CC(CCC)CCCCCCCCC(CC)C,Cc1ccccc1C,2.8565403881709766
CC(=O)C=1CCCCC1C=1CCCCC1C,CCCC(CC)C,2.245579832216082
CC=CCCC(O)CCCCCC(CC)=CCCC,CCCC,6.3238008837293265
CCC,CCC(CC)CC(O)C,3.4726009007117575
C(=O)c1ccccc1CC(=O)CCC,C(CCC)C,1.845424328760599
CCCC(=O)C,C(CC)CC,4.906343765783358
CCC,C(CCC)(CCC)C,1.1066844507359532
CC=1CCCCC1C,CC=CC=c1ccccc1(CC)CCC(CC)C,1.3078600650596512
CCCCC(O)CCCC=1CCCCC1C,C(CCC)C,7.777765344110291
C=C,CC=1CCCCC1CC(CCC)CC=1CCCCC1C(CCC)CCCC=1CCCCC1CCC=CCCC,2.086812874798312
CCC(CCC)C,CCC,4.580419635156764
CC(CCC)CCCCCc1ccccc1CCC,CCC,6.927826246294357
C=CCC,CCCC,9.462963917105741
C(CC)(O)CCC(O)CCCC,CCC,7.3658671282638455
CCCCc1ccccc1C(O)CCCC(CCC)C(=O)C,CCCc1ccccc1CCCCCc1ccccc1CC(=O)CC,5.135916148518853
Cc1ccccc1Cc1ccccc1CCC(=O)CC=1CCCCC1CC,Cc1ccccc1CC,7.918268774417259
Cc1ccccc1CC,Cc1ccccc1CCC,9.763943106992498
CCCC,CCC,3.057334687257702
CC=CCC,CCCC,9.386599113141752
CC=1CCCCC1CCCCC,CCCCCC,2.7851758267416136
C=C,CCC(CCC)CCCC,3.7201999382566706
C(O)(O)CC,CC=CCCC=CC,8.470078558642172
CCCCC,CCC,3.0361934445698076
CC(CC)C(CCC)C=CC(=O)CC,CC(CC)C(CC)CCCCCC,3.352015118299764
CC(CCC)(CCC)C,CC(O)(CCC)CC,8.658130507551196
CCCCC(=O)C(CCC)C,CCCCCCc1ccccc1CCCCC,7.501524851354707
CCCCC,CCC,1.2664750972756438
CCC=CCCC=1CCCCC1C(O)C(O)Cc1ccccc1C=1CCCCC1CC=1CCCCC1Cc1ccccc1CC,C=C(CC)CCC,7.623028051698251
CCC(CC)C,C(O)CCC=1CCCCC1C(=O)C,2.6750472557770544
CCC(=O)CC,C(CC)CC(CC)C,8.87420525774293
CC=CC,CC=CC,9.736148496360853
CCC,C(=O)CC,3.5586425803419157
CC(CCC)CCc1ccccc1CCCCC(O)C=1CCCCC1CCCCCC,Cc1ccccc1CCCC,8.152575224635214
CCCC,CCC(=O)Cc1ccccc1C=1CCCCC1CC=1CCCCC1C,1.3274737320679357
Cc1ccccc1C,CC=1CCCCC1C(O)=CC,7.472445929637386
CCCC(CCC)CC,CCC,8.868235168504407
CC=C(CCC)C,CC(CCC)(O)C,7.202594428961904
C(=O)C,CCC(CCC)=CC,9.856931688544119
CC(CCC)C=C,C(O)CC,4.423016098930162
CC(CC)C,CC=1CCCCC1C(CC)CCCCCC(CC)C(CCC)CCCCC,1.4419932341395252
CC=1CCCCC1C,C(=O)C,1.4114097610522658
CCCCCCCCC(CCC)=C,C=C(CCC)C(CC)CC,6.191493437608664
CC(CC)CCCC(O)CCc1ccccc1C,CC=C,3.890242334040221
C(O)(=O)CCCCC,Cc1ccccc1C,2.4979384736167836
CC(O)CCCc1ccccc1C(CC)C(O)C,CCC,9.292912450277653
CCC,C(CC)C,2.6792582561202933
C(CCC)C(CCC)C=1CCCCC1CC(CC)c1ccccc1CCC,C(O)C(=O)C=1CCCCC1C(CC)CCC(CCC)CCC,8.194372915959832
CCC,CC(O)C=1CCCCC1CC(CC)CC,7.787962566879283
CCCCCC=1CCCCC1C,CCCC(CC)CC,3.8459111608432317
C(CCC)CCCC(=O)C,C(O)(=O)CC,6.580174501595693
C(CCC)CC,CCC=1CCCCC1CC,4.636567468473935
C(CCC)CC,CCCCC=C,5.463348386567103
CCC,C(CCC)CCCCC=CCC(CCC)C,9.676545560123701
CC=1CCCCC1CC=C,CC(CC)CCCCC,9.716477920210343
CCCCCC,CCC,2.647930489045491
CCC,CCC(CCC)CCC,1.317585609247058
CCC,CCC,8.190871423380774
CCCCC(=O)C(O)CC,CC(=O)CC(O)CCC(=O)CC,5.282130819790019
CCCCCC,C(CC)(CCC)CC,7.425086361702606
CCC,CCCCCCC,8.514724196534472
CCC,CCCC,9.887583976119812
C(CCC)C=1CCCCC1Cc1ccccc1c1ccccc1Cc1ccccc1c1ccccc1CC,CCCCCc1ccccc1CCCCC(O)CC,7.962546988064023
CCC(CCC)C,C(CC)CCCC,4.8306356401304456
CCC(=O)CCCCCCCCC,CC(CC)(O)C,5.16170170584388
CCC=CC,CC=1CCCCC1c1ccccc1C,5.4851977237925125
CCCC(CCC)C,CC(CCC)C,2.6642405957079913
C(CC)C=CCCC,CCc1ccccc1CCCCCC,5.244853524256465
CC(CCC)CC,CCCCC,5.907137580356561
CC(CC)c1ccccc1C,Cc1ccccc1CCC,5.259181690911485
CC(CC)(CCC)C,CC=1CCCCC1C,4.634397854719106
CCC,C(CC)(CC)C(CC)CC,6.167906756376669
CCCCC,CCC,1.3083787792474277
CCC,CCCCCCCCC,5.699261455412746
CC(CC)CC,CCCC(=O)CCC,9.374025979327122
CCCCC,CCC,5.722844702880528
CCC,CC=CCCC(O)CCCC(CC)CC,8.675918962233148
C(CC)CC(=O)CC(CC)c1ccccc1C=C(CC)C(CC)C,C(=O)CC(=O)C,7.826708320093429
CCC,C(=O)CC,1.1679887792554
CC=1CCCCC1C(CCC)C,CCCC,8.112632438880972
CC(=O)C,CCC,2.3674054109225593
CCCC=1CCCCC1CC(CC)CCC,CC=C(CCC)C(CC)CC(CCC)=CC=CC,9.827051014823475
CCCCc1ccccc1CC,C(O)CC,1.0945236253040307
CCCC,CCC,9.273036014394568
CCCC,C(O)C,6.668341698042635
C(CC)CCCC,C(CC)CCC=1CCCCC1C,1.1888429296025846
CCC(CC)CCCCc1ccccc1CCCCCCC,CC=1CCCCC1C=1CCCCC1CCc1ccccc1C,1.576425722384165
CC=1CCCCC1CC,C=C,9.089966799396894
CC=1CCCCC1CC=CC(O)C,C(O)CCCCCCC,7.331930050143559
CCCCCC,CCC,5.5951584764299955
C(CC)CC,CCCC=CCC,4.461970152580886
CCC,C(CCC)CC,8.87595363880186
CCCC,CCCc1ccccc1C=1CCCCC1CC(O)CCCCCC=C(CCC)C(O)C,8.718150452919826
CCCc1ccccc1CC=1CCCCC1Cc1ccccc1CC(O)(O)CC=1CCCCC1CCCC,C(CC)C(O)(CCC)c1ccccc1CC,5.926824641949491
C(CC)CCCCCc1ccccc1C,C=CCCC(CCC)C,3.581854551122142
C(O)CC,C=C,9.044526198183826
CCC(CCC)=CC(CC)CCCC,CCCCC=1CCCCC1C(=O)CCCC,7.906688989209199
CCC,CCCCc1ccccc1CC,6.54343458611679
CC(O)CCC,CCCC,8.417537556030606
CCc1ccccc1C,CCC,1.8306564811101707
CCCCC=1CCCCC1CCC(=O)CC,CC=1CCCCC1CCC=1CCCCC1CCC(=O)CCC=C,6.5190293002534965
CC(=O)C=1CCCCC1CC(=O)C,C(O)Cc1ccccc1CCC=1CCCCC1CCCCCc1ccccc1CC,3.81232614184159
C(CCC)C=1CCCCC1C,CCC,7.758185512954702
CC=C,CC(CCC)CCC,1.8649636629938025
CCCCC,CC=1CCCCC1C,9.339303994535756
CCCC,CCCC,1.1490305159281524
CCCc1ccccc1C(CC)(O)c1ccccc1C(O)=C=CC,C(CCC)Cc1ccccc1CC=1CCCCC1CC(=O)CC,9.892968682800344
CCC,CCC,3.2883418608096147
Cc1ccccc1CCC(CCC)C(=O)CCC,CCC,4.7863385139447985
CCCC,CCC,5.783359251595979
CCC=C,CCC,8.306945020729575
CCCCCC=CC(CCC)C,CCC,8.132024089203163
C=CC,CC(CCC)CC,1.369132353821299
CC(CCC)=CCCC(CC)CC(CC)CC,CCCC,1.0071128725320917
CCCCCCc1ccccc1CCCC,CC(O)C,1.7757349958949937
CCC=1CCCCC1CCCc1ccccc1Cc1ccccc1C,CCC,7.087313900294875
CC(=O)C(CC)C,CCC,6.395471485062223
CCCCC(O)CC,CCC(=O)CCC(CC)C,7.8994603159135455
CC=1CCCCC1C=1CCCCC1CC,Cc1ccccc1CC=1CCCCC1C,3.4058987223823665
C(O)C(CCC)CC=1CCCCC1C=1CCCCC1C=1CCCCC1C,C(CCC)C(CC)C,7.605197996828959
